"url","y_test","y_predicted","type"
"https://navalny.com/p/4618/",324.0,389.8720694413761,"navalny.com"
"https://navalny.com/p/4616/",633.0,243.38308361663712,"navalny.com"
"https://navalny.com/p/4624/",256.0,237.5905367083973,"navalny.com"
"https://navalny.com/p/4611/",225.0,231.59937051011934,"navalny.com"
"https://navalny.com/p/4619/",219.0,226.4819851970309,"navalny.com"
"https://navalny.com/p/4609/",292.0,223.96072298431486,"navalny.com"
"https://navalny.com/p/4614/",199.0,212.32703540992856,"navalny.com"
"https://navalny.com/p/4621/",272.0,186.63803855955666,"navalny.com"
"https://navalny.com/p/4613/",194.0,101.89438230440469,"navalny.com"
"https://navalny.com/p/4612/",153.0,86.43826708977217,"navalny.com"
"https://navalny.com/p/4615/",70.0,58.29370952154113,"navalny.com"
"https://navalny.com/p/4623/",38.0,46.82434123169263,"navalny.com"
"https://navalny.com/p/4610/",109.0,45.23623904652597,"navalny.com"
"https://navalny.com/p/4617/",47.0,42.574791873128234,"navalny.com"
"https://navalny.com/p/4622/",27.0,32.26659756479368,"navalny.com"
